series_id,year,period,value,footnote_codes
PCU2121--2121--               ,2013,M04,214.4,
PCU2121--2121--               ,2013,M05,218.4,
PCU2121--2121--               ,2013,M06,212.3,
PCU2121--2121--               ,2013,M07,211.5,
PCU2121--2121--               ,2013,M08,211.7,
PCU2121--2121--               ,2013,M09,210.7,
PCU2121--2121--               ,2013,M10,207.8,
PCU2121--2121--               ,2013,M11,211.8,
PCU2121--2121--               ,2013,M12,211.3,
PCU2121--2121--               ,2013,M13,212.4,
PCU2121--2121--               ,2014,M01,211.2,
PCU2121--2121--               ,2014,M02,204.4,
PCU2121--2121--               ,2014,M03,208.1,
PCU2121--2121--               ,2014,M04,206.2,
PCU2121--2121--               ,2014,M05,206.6,
PCU2121--2121--               ,2014,M06,205.1,
PCU2121--2121--               ,2014,M07,200.5,
PCU2121--2121--               ,2014,M08,200.8,
